17,2
9,3
9,0
21,3
12,7
17,6
32,16
35,10
63,19
63,24
84,28
100,37
133,23
106,31
107,37
115,38
127,47
128,61
118,83
100,109
100,171
122,197
100,156
97,198
78,227
85,237
103,239
81,289
101,327
103,328
99,418
104,399
113,476
130,461
119,464
121,419
122,407
134,424
110,390
117,426
120,332
125,327
159,318
129,312
151,273
143,283
165,326
161,270
199,296
158,285
165,280
177,274
197,294
189,254
228,280
228,272
246,279
232,264
273,250
282,292
286,268
305,229
310,285
309,269
341,286
333,285
311,336
357,341
372,313
353,356
369,368
357,368
420,378
407,386
394,406
430,408
397,418
436,507
437,420
436,476
443,478
437,471
515,529
465,507
463,547
509,537
525,522
524,543
568,609
574,569
538,581
571,555
571,594
593,591
566,662
570,641
582,585
607,613
567,606
547,661
573,611
575,672
614,612
569,707
580,669
589,667
577,697
617,665
633,657
680,638
617,652
688,695
624,656
601,597
663,597
634,633
691,604
698,609
673,604
704,577
721,546
695,551
737,553
717,518
675,509
703,486
648,441
681,468
694,415
647,454
692,411
627,420
593,386
548,416
543,387
545,393
532,392
487,439
481,416
444,450
428,469
412,489
369,500
376,449
321,486
382,442
373,439
365,387
309,421
345,407
350,414
354,400
361,394
331,400
349,359
284,340
353,342
321,325
364,328
340,347
341,324
336,353
327,351
296,306
277,319
316,292
309,231
309,226
316,227
306,202
342,208
306,145
310,125
319,105
287,82
307,85
279,74
268,47
267,54
231,44
235,26
213,22
177,19
180,15
161,17
132,10
136,12
90,12
81,13
78,7
71,7
42,3
50,7
32,1
31,4
32,1
35,4
31,4
20,2
15,3
22,1
16,2
10,5
11,0
6,3
9,5
9,3
6,2
6,3
13,1
6,1
7,3
8,2
8,0
7,0
5,1
2,2
5,0
2,1
3,0
7,0
4,1
0,1
4,0
1,0
0,0
2,0
0,0
0,0
0,0
1,0
1,0
1,0
1,0
0,0
0,0
1,0
1,0
1,0
0,0
1,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
2,0
5,1
9,0
4,3
10,5
6,2
14,1
12,2
21,6
25,6
32,9
40,11
39,19
69,31
69,29
103,38
104,46
103,45
144,81
140,102
147,121
142,124
139,171
124,218
131,177
105,194
97,185
95,177
94,151
92,172
81,166
96,115
127,128
105,128
108,114
144,129
99,139
134,126
132,128
132,132
161,148
150,128
173,152
165,164
164,158
154,200
179,162
170,172
207,180
195,181
220,167
203,185
222,211
226,212
245,264
248,273
268,290
225,328
254,335
233,404
287,415
292,392
275,405
310,440
266,494
296,549
303,508
307,566
329,612
339,593
365,688
361,666
381,648
393,609
387,657
406,655
433,670
469,665
449,684
496,716
477,740
513,791
478,758
549,775
560,817
528,809
568,838
550,778
550,777
546,807
565,732
578,744
597,739
598,740
575,645
602,629
609,621
589,624
638,577
657,597
631,601
631,608
736,616
737,611
763,603
771,552
787,545
826,562
817,587
805,542
756,560
768,532
748,549
777,495
765,455
727,458
659,430
723,416
714,425
647,412
634,393
533,403
565,391
518,417
485,384
471,373
440,399
379,389
386,366
391,414
349,381
364,410
362,426
359,410
366,478
324,411
346,432
344,419
344,411
340,394
347,431
336,359
361,370
370,339
420,346
399,362
412,319
366,345
376,324
341,308
346,306
334,305
292,316
271,292
255,281
253,266
203,262
243,243
248,246
215,247
242,266
211,281
238,277
215,346
239,307
256,314
257,294
279,272
288,293
281,313
291,310
265,317
266,334
292,349
355,340
337,322
324,288
339,305
339,231
339,220
309,145
330,150
334,112
312,78
319,62
309,34
295,37
294,26
292,21
233,13
227,14
202,4
209,7
171,3
123,2
112,1
89,2
77,1
70,0
66,0
49,0
40,0
35,0
18,0
12,1
16,1
11,0
6,0
2,0
1,0
2,0
5,0
7,0
2,0
4,0
2,0
2,0
1,0
3,0
0,0
1,0
1,0
1,0
0,0
1,0
1,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
92,90
20,16
19,26
25,21
30,41
42,35
49,47
55,60
71,67
86,86
98,115
131,163
145,169
180,197
190,219
229,246
284,316
266,336
331,434
356,428
404,488
434,560
501,598
516,669
543,720
573,774
683,789
647,884
649,816
682,852
694,852
729,841
754,805
805,806
786,725
740,747
794,659
776,694
813,655
853,608
805,611
751,590
731,559
773,555
680,523
774,538
728,472
737,473
682,432
706,427
635,438
582,382
568,347
535,330
518,339
458,301
462,325
435,286
382,268
460,243
432,248
384,235
388,221
384,203
362,169
351,181
328,167
312,158
311,150
270,139
312,166
255,138
269,145
258,130
231,133
238,120
225,129
225,113
224,121
221,115
227,140
239,124
229,113
209,143
247,141
223,177
198,152
196,179
200,205
184,202
207,215
195,196
236,175
178,203
196,202
200,183
211,168
212,175
207,167
189,162
202,158
191,117
179,148
185,130
197,130
171,139
186,173
143,183
131,197
141,211
120,207
127,216
121,221
102,249
121,246
103,301
122,281
98,280
87,301
99,268
121,292
118,324
101,330
106,393
110,379
99,387
109,381
98,380
88,379
85,384
92,430
74,388
87,345
95,341
68,352
66,361
72,355
69,371
79,400
85,396
86,362
87,333
104,328
102,369
89,386
110,397
120,368
148,418
137,421
158,399
177,380
180,378
217,389
244,397
255,418
282,415
303,420
353,412
288,440
351,442
369,453
373,481
373,448
379,435
379,400
359,426
407,405
355,391
356,413
345,422
350,387
336,391
335,396
351,338
341,338
373,282
340,283
357,276
336,290
301,306
301,282
308,310
319,285
337,298
375,313
375,292
360,270
405,234
415,250
349,250
379,233
349,200
341,221
322,202
325,193
331,193
339,149
336,149
326,121
313,110
309,105
303,97
290,101
304,85
270,89
277,74
232,68
231,65
196,67
187,61
161,69
171,86
140,97
156,75
134,61
129,52
137,29
141,18
130,19
94,4
83,2
82,0
65,3
66,0
44,0
38,0
20,0
27,1
11,0
7,0
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
