0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
1,0
1,0
7,0
3,0
4,0
4,1
5,0
13,0
13,0
23,0
16,0
44,0
38,0
50,1
44,0
57,0
68,2
79,2
81,0
81,4
95,12
131,12
162,15
155,17
162,26
224,43
233,48
248,62
271,88
290,95
312,132
343,123
349,137
324,159
393,187
391,166
405,172
492,189
470,182
540,185
561,238
561,200
561,235
567,212
570,249
559,227
524,254
563,271
498,274
505,301
479,303
459,330
448,361
442,342
421,367
379,376
379,351
366,372
317,374
320,352
328,379
305,366
300,385
301,364
313,339
291,339
298,386
272,363
291,339
327,368
303,343
325,387
320,385
341,389
330,391
341,402
358,381
346,416
342,423
375,426
423,373
398,455
401,444
395,415
409,454
443,453
464,442
472,491
435,476
488,453
526,499
517,463
487,463
503,483
507,456
530,420
540,467
533,479
491,485
553,484
532,521
507,530
537,554
562,616
522,568
525,554
524,542
509,543
525,555
512,530
523,532
558,519
505,477
534,503
451,527
485,514
492,473
463,503
466,505
461,505
463,491
475,485
447,589
429,546
421,561
429,535
430,511
430,514
437,461
425,446
407,416
408,419
418,429
391,403
364,401
401,399
361,396
409,424
397,403
387,390
388,371
402,361
356,386
372,381
405,387
345,362
359,343
303,333
308,354
296,327
275,343
251,326
243,313
245,323
223,308
225,318
214,291
191,298
178,303
187,313
158,287
148,314
143,284
126,276
104,261
76,250
89,266
47,270
48,253
45,271
39,275
35,284
29,314
18,249
21,271
10,235
11,207
17,200
27,161
15,151
25,128
38,114
36,87
22,88
27,70
42,72
36,56
35,61
33,59
47,44
39,33
28,29
44,30
32,28
40,25
43,15
38,16
37,14
45,10
50,6
52,9
47,13
72,25
66,13
73,13
58,19
79,23
97,20
100,15
89,21
92,14
91,11
86,14
81,9
101,12
93,10
106,8
139,8
131,3
146,3
173,4
163,4
162,4
164,8
161,9
164,12
143,12
176,14
166,14
155,17
161,23
179,23
211,35
173,32
190,77
211,124
226,204
262,199
463,579
1778,6509
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
1,0
1,0
2,0
0,0
3,0
2,0
9,0
14,0
8,0
11,1
19,0
29,0
37,0
42,0
53,0
56,0
60,0
58,0
62,1
66,0
90,0
97,2
90,2
82,0
96,2
108,7
134,7
123,9
146,10
174,15
174,20
188,24
228,35
238,29
257,57
280,60
296,72
333,99
350,128
341,137
361,159
349,171
367,200
407,211
434,222
489,205
501,232
497,205
544,232
590,213
603,218
658,229
608,245
632,257
624,274
541,256
556,254
599,284
521,277
522,298
482,301
453,336
438,325
371,295
353,338
356,328
336,336
285,300
308,305
292,318
307,267
268,290
253,245
256,258
261,289
260,265
239,266
254,255
257,273
261,252
270,286
265,277
265,276
248,251
224,268
273,227
274,236
305,199
276,218
297,202
269,211
266,206
276,198
271,194
287,226
285,170
337,212
364,211
331,213
355,256
309,263
347,261
331,285
368,290
381,319
353,380
375,405
412,385
418,452
394,448
447,468
394,533
419,523
437,510
477,609
489,585
493,539
491,569
482,543
475,537
531,524
495,578
495,567
545,588
522,579
538,626
514,606
533,599
488,590
551,680
477,650
519,599
472,580
510,541
492,560
536,566
519,565
490,538
473,555
489,578
532,603
498,617
481,583
465,620
473,599
487,555
459,576
448,540
451,552
472,508
435,522
424,498
389,490
380,471
376,443
404,445
375,458
417,431
367,436
399,428
352,419
323,406
317,409
299,384
285,376
269,374
231,364
231,390
229,372
186,396
171,348
128,359
107,345
82,327
57,332
62,340
39,332
27,293
25,302
22,296
14,302
6,321
17,269
7,279
8,301
7,279
11,260
17,248
21,247
23,215
30,166
25,147
31,103
28,109
26,68
30,46
44,56
29,37
22,24
40,14
52,13
38,19
44,15
38,14
43,8
50,10
66,14
50,16
63,12
72,18
65,24
53,28
70,19
95,11
107,15
113,8
98,9
97,7
83,5
107,4
101,1
137,6
141,4
183,2
194,6
190,2
187,3
214,6
164,6
168,5
198,6
173,15
159,14
142,12
166,23
182,23
201,35
176,32
182,62
203,104
236,141
277,221
420,502
1856,6695
8,0
2,0
1,0
5,0
5,0
4,1
9,0
7,0
8,0
7,0
20,0
15,0
26,0
28,3
36,0
39,0
43,0
60,0
56,1
64,2
95,2
