0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,1
0,0
0,0
0,0
0,1
0,1
0,2
0,4
0,2
0,6
0,4
0,6
0,10
1,6
0,8
1,4
0,7
3,10
2,19
3,11
1,8
1,12
5,24
0,20
4,35
1,25
3,30
8,19
8,41
7,28
7,33
9,27
7,36
3,46
12,45
11,53
5,52
7,59
11,68
19,48
8,46
11,62
18,60
21,55
18,58
15,54
23,57
28,67
23,74
26,66
28,73
30,62
40,79
31,81
39,66
43,86
39,96
40,114
56,120
50,92
46,111
65,101
40,136
67,115
62,130
61,121
89,136
78,131
84,133
98,133
105,146
76,147
96,150
127,154
122,151
115,182
126,175
127,187
140,184
146,212
149,227
166,199
183,185
166,202
216,236
199,262
200,259
223,266
247,251
227,287
284,289
292,266
289,327
317,317
338,289
309,347
325,374
346,381
319,429
341,400
336,401
362,444
401,446
379,446
394,441
419,506
351,507
414,516
438,506
402,509
423,538
433,513
467,521
471,557
466,535
503,545
527,573
516,551
567,509
535,597
517,559
554,605
569,603
602,583
584,590
549,615
596,583
606,595
542,597
579,581
595,596
605,595
614,577
588,596
598,545
638,620
574,559
624,544
568,577
588,523
562,589
625,496
559,513
577,488
607,490
529,513
539,507
502,479
516,506
560,510
560,516
593,515
529,503
533,506
548,497
575,518
568,484
524,498
578,549
587,538
661,524
635,508
623,498
649,523
624,534
652,555
629,548
631,530
585,500
640,496
610,520
696,531
633,513
615,464
637,530
610,500
628,529
606,558
617,524
548,527
536,453
502,485
468,443
437,419
395,450
370,443
398,425
349,363
300,380
313,356
317,334
304,351
304,288
292,309
282,269
260,260
260,265
256,276
238,263
245,214
241,264
248,233
247,227
285,215
227,234
238,218
243,196
247,217
244,194
237,178
207,198
219,164
169,158
199,151
188,158
171,143
174,130
156,139
133,108
129,119
143,91
147,114
130,142
127,111
122,92
138,118
113,83
128,54
131,58
126,72
131,66
123,73
107,65
102,44
106,55
90,36
94,34
72,22
60,18
71,16
67,8
50,3
52,8
79,5
73,19
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,2
0,0
0,2
0,0
0,1
0,1
0,0
0,3
0,4
0,4
1,3
0,7
0,12
0,6
0,7
6,10
2,14
1,17
2,20
2,16
2,21
2,25
7,30
1,19
7,26
2,29
5,43
4,39
5,56
5,35
6,58
7,47
10,42
10,43
9,54
13,48
13,52
7,53
18,59
20,52
11,54
14,54
21,56
15,55
27,57
25,75
25,57
25,80
32,82
33,90
28,72
33,79
37,79
39,82
38,89
34,100
53,92
63,122
48,111
64,111
54,114
50,153
66,131
69,116
71,143
97,133
100,154
111,152
110,168
106,177
101,187
113,194
129,185
139,207
126,185
141,182
